brand,model,model_year,milage,fuel_type,engine,transmission,ext_col,int_col,accident,price,engine_liters,cylinders,turbo,horsepower
Lexus,IS 250C Base,2010,68500.0,Gasoline,204.0HP 2.5L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Beige,None reported,18500.0,2.0,6.0,False,204
GMC,Sierra 1500 Denali,2019,43433.0,Gasoline,5.3L V8 16V GDI OHV,Automatic,Onyx Black,Walnut,None reported,51899.0,3.5,8.0,False,-1
Chevrolet,SSR Base,2005,122961.0,Gasoline,6.0L V8 16V MPFI OHV,4-Speed Automatic,Redline Red,Ebony,None reported,20995.0,3.0,8.0,False,-1
Dodge,Challenger R/T,2014,92861.0,Gasoline,375.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,None reported,19750.0,6.2,8.0,False,375
Hyundai,Equus Signature,2016,72000.0,Gasoline,429.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Beige,None reported,21400.0,2.5,8.0,False,429
Lamborghini,Aventador SVJ Base,2019,6929.0,Gasoline,759.0HP 6.5L 12 Cylinder Engine Gasoline Fuel,A/T,Blue,Black,None reported,649999.0,3.5,12.0,False,759
Ford,Mustang GT,2003,83000.0,Gasoline,260.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,10500.0,3.5,8.0,False,260
Toyota,Sequoia Limited,2023,8200.0,Hybrid,437.0HP 3.4L V6 Cylinder Engine Gas/Electric Hybrid,10-Speed A/T,Brown,Black,None reported,78900.0,3.6,6.0,False,437
Land,Rover Range Rover Sport HST MHEV,2020,19000.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,74900.0,2.5,6.0,False,395
Jeep,Grand Cherokee L Limited,2022,12875.0,Gasoline,3.6L V6 24V MPFI DOHC,8-Speed Automatic,Diamond Black,Global Black,None reported,42599.0,5.2,6.0,False,-1
Maserati,GranTurismo Sport,2015,32000.0,Gasoline,454.0HP 4.7L 8 Cylinder Engine Gasoline Fuel,A/T,Beige,Brown,None reported,36000.0,3.7,8.0,False,454
BMW,M5 Base,2013,61145.0,Gasoline,560.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Beige,At least 1 accident or damage reported,37500.0,4.3,8.0,False,560
Mercedes-Benz,C-Class 4MATIC Sedan,2022,9612.0,Gasoline,"2L I-4 gasoline direct injection, DOHC, variable valve control,","Automatic, 9-Spd 9G-Tronic",–,–,None reported,43900.0,4.0,-1.0,False,-1
Land,Rover Range Rover Sport First Edition,2023,3534.0,Hybrid,4.4 Liter,Automatic,Red,Black,None reported,143998.0,3.5,-1.0,False,-1
Ford,F-150 Lariat,2011,152000.0,Gasoline,365.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Brown,Beige,None reported,14000.0,4.4,6.0,False,365
Audi,A4 2.0T Premium,2012,129567.0,Gasoline,211.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,7000.0,6.2,4.0,False,211
BMW,540 i xDrive,2019,36000.0,Gasoline,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Gray,Black,At least 1 accident or damage reported,41995.0,2.0,6.0,False,335
BMW,X6 xDrive35i,2009,92008.0,Gasoline,300.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Black,None reported,12500.0,2.5,6.0,False,300
Ford,Mustang Base,1998,63900.0,Gasoline,150.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,10300.0,2.4,6.0,False,150
Toyota,Sequoia Limited,2012,150900.0,Gasoline,381.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Gray,None reported,17500.0,2.0,8.0,False,381
Dodge,Challenger R/T Scat Pack,2019,43000.0,,,6-Speed M/T,Green,Black,None reported,50000.0,5.3,-1.0,False,-1
Land,Rover Range Rover 3.0L Supercharged,2018,38020.0,Gasoline,5.0 Liter,Automatic,White,Espresso,None reported,63998.0,4.0,-1.0,False,-1
Audi,Q8 55 Premium Plus,2021,14750.0,Hybrid,335.0HP 3.0L V6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Silver,Black,None reported,61059.0,3.6,6.0,False,335
Subaru,WRX Base,2015,52500.0,Gasoline,268.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,None reported,23000.0,3.6,4.0,False,268
Chevrolet,Suburban LT,2017,207571.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,21000.0,4.0,8.0,False,355
INFINITI,QX60 Pure,2020,39000.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,None reported,29900.0,6.2,6.0,False,295
Porsche,Cayman Base,2011,66000.0,Gasoline,265.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,A/T,Black,Brown,None reported,28000.0,5.2,6.0,False,265
INFINITI,QX60 Base,2017,93500.0,Gasoline,295.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,16000.0,6.2,6.0,False,295
BMW,M4 Base,2018,7200.0,Gasoline,425.0HP 3.0L Straight 6 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,64000.0,3.6,6.0,False,425
Maserati,MC20 MC20,2022,1220.0,Gasoline,"Nettuno 3L V-6 port/direct injection, DOHC, variable valve contr","Automatic, 8-Spd Dual-Clutch",–,–,None reported,238900.0,2.0,-1.0,False,-1
Land,Rover Defender SE,2023,8421.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,A/T,Black,White,None reported,90000.0,5.3,6.0,False,395
BMW,M8 Base,2020,25520.0,Gasoline,4.4L V8 32V GDI DOHC Twin Turbo,8-Speed Automatic,Brands Hatch Gray Metallic,Black,None reported,84900.0,3.8,8.0,True,-1
Mercedes-Benz,SL-Class SL 550,2011,41314.0,Gasoline,382.0HP 5.5L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Red,White,At least 1 accident or damage reported,30999.0,5.6,8.0,False,382
Land,Rover Range Rover P525 HSE SWB,2020,49899.0,Gasoline,518.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,At least 1 accident or damage reported,64500.0,3.0,8.0,False,518
Ford,Escape XLT,2012,186268.0,E85 Flex Fuel,240.0HP 3.0L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Blue,Black,None reported,4500.0,3.8,6.0,False,240
Lexus,ES 350 Base,2016,51335.0,Gasoline,268.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,25995.0,3.5,6.0,False,268
Porsche,718 Boxster GTS,2019,10400.0,Gasoline,365.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,None reported,99750.0,3.0,4.0,False,365
Mercedes-Benz,G-Class G 550,2020,20622.0,Gasoline,4.0 Liter Twin Turbo,Automatic,designo Diamond White Metallic,Black,None reported,142998.0,3.0,-1.0,True,-1
RAM,1500 Big Horn,2022,19376.0,Gasoline,5.7L V8 16V MPFI OHV,Automatic,Bright White Clearcoat,Black,None reported,45861.0,6.6,8.0,False,-1
Audi,R8 5.2 V10 performance,2020,12245.0,Gasoline,5.2L V10 40V PDI DOHC,7-Speed Automatic with Auto-Shift,Daytona Gray Pearl Effect w/ Black Roof,Black / Express Red,None reported,187900.0,4.2,10.0,False,-1
Mitsubishi,Lancer Evolution IX,2006,77000.0,Gasoline,286.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,5-Speed M/T,Silver,Black,None reported,57000.0,8.4,4.0,False,286
Acura,TL Technology,2013,40000.0,Gasoline,280.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Blue,Gray,None reported,24000.0,3.5,6.0,False,280
Cadillac,CTS Luxury,2012,113000.0,Gasoline,270.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Beige,None reported,10000.0,-1.0,6.0,False,270
Chevrolet,Camaro 1SS,2022,7600.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Black,At least 1 accident or damage reported,46000.0,2.4,8.0,False,455
Toyota,Camry Hybrid LE,2022,20400.0,Hybrid,208.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,CVT Transmission,White,Gray,None reported,29900.0,5.0,4.0,False,208
Ford,Transit-350 XLT,2019,115000.0,Gasoline,310.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,White,Gray,None reported,39000.0,3.5,6.0,False,310
Lexus,RX 450h Base,2012,239000.0,Hybrid,295.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,Black,Black,None reported,7000.0,4.6,6.0,False,295
Jaguar,F-TYPE V6 S,2014,62194.0,Gasoline,3.0 Liter SC ULEV,Automatic,Black,Black,None reported,32998.0,2.4,-1.0,False,-1
Jeep,Wrangler Sahara,2020,22138.0,Gasoline,3.6 Liter,Automatic,Black,Black,None reported,38598.0,3.5,-1.0,False,-1
Porsche,718 Boxster S,2017,48900.0,Gasoline,350.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Blue,Black,None reported,62500.0,3.6,4.0,False,350
Audi,R8 5.2,2014,21800.0,Gasoline,525.0HP 5.2L 10 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Black,None reported,117000.0,2.5,10.0,False,525
Lincoln,MKZ Base,2016,68200.0,Gasoline,300.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Silver,Black,At least 1 accident or damage reported,16750.0,3.8,6.0,False,300
Chevrolet,S-10 LS Crew Cab,2001,139000.0,Gasoline,190.0HP 4.3L V6 Cylinder Engine Gasoline Fuel,A/T,Red,Gray,None reported,7000.0,3.4,6.0,False,190
Mercedes-Benz,G-Class G 550 4MATIC,2021,76100.0,Gasoline,416.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,130000.0,6.4,8.0,False,416
Lexus,RX 350 RX 350 F SPORT Handling,2022,14330.0,Gasoline,3.5 Liter DOHC,Automatic,Black,Red,None reported,54998.0,2.0,-1.0,False,-1
BMW,750 i xDrive,2019,41906.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,White,At least 1 accident or damage reported,45999.0,3.7,8.0,False,445
Chevrolet,Camaro 2SS,2016,164000.0,Gasoline,455.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Red,None reported,21500.0,2.0,8.0,False,455
Ford,Fusion Hybrid SE,2013,161933.0,Hybrid,2.0L I4 16V MPFI DOHC Hybrid,Automatic CVT,Blue,Charcoal Black,None reported,7945.0,5.0,-1.0,False,-1
Hyundai,Santa Cruz 2.5T Limited,2022,22829.0,Gasoline,2.5L I4 16V PDI DOHC Turbo,Automatic,Hampton Gray,Black,None reported,34580.0,4.0,-1.0,True,-1
Lexus,RX 350 F Sport,2023,5483.0,Gasoline,2.4L I4 16V PDI DOHC Turbo,8-Speed Automatic,Ultra White,Black,None reported,59950.0,2.7,-1.0,True,-1
Land,Rover Range Rover Evoque S,2020,46891.0,Gasoline,246.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,At least 1 accident or damage reported,31000.0,3.6,4.0,False,246
Chevrolet,Suburban LT,2019,72000.0,Gasoline,355.0HP 5.3L 8 Cylinder Engine Gasoline Fuel,A/T,Blue,Beige,At least 1 accident or damage reported,39000.0,-1.0,8.0,False,355
Porsche,718 Spyder Base,2020,3400.0,Gasoline,414.0HP 4.0L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,129900.0,-1.0,6.0,False,414
Chevrolet,Camaro 1LT,2021,18000.0,Gasoline,335.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Black,At least 1 accident or damage reported,30000.0,3.6,6.0,False,335
Jeep,Gladiator Freedom,2021,30630.0,Gasoline,3.6 Liter,Automatic,Hydro Blue Pearlcoat,Black,None reported,39998.0,4.2,-1.0,False,-1
Toyota,Tacoma Double Cab,2007,24985.0,Gasoline,236.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Silver,Silver,None reported,33580.0,3.6,6.0,False,236
GMC,Yukon Denali Ultimate,2023,9978.0,Gasoline,420.0HP 6.2L 8 Cylinder Engine Gasoline Fuel,10-Speed A/T,White,Gold,None reported,93999.0,-1.0,8.0,False,420
Ford,Shelby GT350R Base,2018,18500.0,Gasoline,526.0HP 5.2L 8 Cylinder Engine Gasoline Fuel,M/T,Blue,Black,At least 1 accident or damage reported,77999.0,3.2,8.0,False,526
Cadillac,Escalade Premium Luxury Platinum,2021,72843.0,Gasoline,6.2L V8 16V GDI OHV,10-Speed Automatic,Sandstone Metallic,Dark Auburn,None reported,79990.0,4.2,8.0,False,-1
Buick,LaCrosse Base,2017,67500.0,Gasoline,310.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Beige,None reported,20000.0,2.0,6.0,False,310
Mercedes-Benz,E-Class E 300 4MATIC,2017,36900.0,Gasoline,241.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Beige,None reported,28500.0,2.0,4.0,False,241
Chevrolet,Tahoe LT,2017,61720.0,E85 Flex Fuel,5.3 Liter,Automatic,Silver,Jet Black,At least 1 accident or damage reported,39998.0,4.4,-1.0,False,-1
Kia,Telluride EX,2022,35938.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Glacial White Pearl,Black,None reported,43329.0,3.5,6.0,False,-1
Toyota,Tundra Hybrid Limited,2023,10748.0,Hybrid,3.4L V6 24V PDI DOHC Twin Turbo Hybrid,Automatic,Midnight Black Metallic,Black,None reported,63100.0,2.4,6.0,True,-1
Audi,S8 4.0T quattro,2023,4457.0,Gasoline,4.0L V8 32V GDI DOHC Twin Turbo,Automatic,Mythos Black Metallic,Black,None reported,107900.0,1.8,8.0,True,-1
Nissan,Armada Platinum,2018,108206.0,Gasoline,5.6 Liter,Automatic,White,Charcoal,At least 1 accident or damage reported,26498.0,2.0,-1.0,False,-1
Land,Rover Discovery HSE,2020,32705.0,Diesel,3.0 Liter,Automatic,Portofino Blue Metallic,Tan/Ebony/Ebony,None reported,46598.0,1.8,-1.0,False,-1
Kia,Telluride S,2020,74026.0,Gasoline,3.8L V6 24V GDI DOHC,8-Speed Automatic,Sangria Red,Black,None reported,32913.0,5.7,6.0,False,-1
Lexus,GS 350 F Sport,2020,24651.0,Gasoline,3.5L V6 24V PDI DOHC,6-Speed Automatic,Ultra White,Black,None reported,45950.0,3.0,6.0,False,-1
BMW,X6 xDrive40i,2022,13000.0,Hybrid,335.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,Orange,None reported,69000.0,2.0,6.0,False,335
Land,Rover Range Rover P400 SE SWB,2023,11700.0,Hybrid,395.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,Transmission w/Dual Shift Mode,Gray,White,None reported,133500.0,3.5,6.0,False,395
Chevrolet,Silverado 3500 High Country,2015,77500.0,Diesel,397.0HP 6.6L 8 Cylinder Engine Diesel Fuel,6-Speed A/T,Black,Brown,None reported,54000.0,3.2,8.0,False,397
Maserati,Quattroporte Sport GT,2007,82000.0,Gasoline,394.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Black,Black,At least 1 accident or damage reported,7999.0,6.0,8.0,False,394
Dodge,Viper GTC,2017,1389.0,Gasoline,645.0HP 8.4L 10 Cylinder Engine Gasoline Fuel,M/T,Black,Black,None reported,489995.0,4.0,10.0,False,645
Ford,Expedition Limited,2021,29830.0,Gasoline,3.5L V6 24V PDI DOHC Twin Turbo,10-Speed Automatic,Magnetic Metallic,Ebony,None reported,55329.0,2.0,6.0,True,-1
Mazda,Mazda6 i Grand Touring,2016,83100.0,,,A/T,White,White,None reported,17800.0,2.5,-1.0,False,-1
Kia,Optima LX,2019,62660.0,Gasoline,185.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,16500.0,2.0,4.0,False,185
Land,Rover Range Rover Sport SVR,2018,56006.0,Gasoline,575.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Silver,White,None reported,59000.0,3.6,8.0,False,575
Lexus,RX 450h F SPORT Handling,2021,31365.0,Hybrid,3.5 Liter DOHC,Variable,Beige,Red,None reported,52998.0,2.0,-1.0,False,-1
Lincoln,Town Car Base,2004,27600.0,Gasoline,239.0HP 4.6L 8 Cylinder Engine Gasoline Fuel,4-Speed A/T,Black,White,None reported,14900.0,1.6,8.0,False,239
Honda,Civic Si,2012,47245.0,Gasoline,201.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,White,Black,None reported,19600.0,5.5,4.0,False,201
Lexus,RX 450h Base,2017,73948.0,Hybrid,308.0HP 3.5L V6 Cylinder Engine Gas/Electric Hybrid,A/T,White,Beige,None reported,31990.0,1.6,6.0,False,308
RAM,1500 Classic Warlock,2019,36757.0,E85 Flex Fuel,3.6L V6 24V MPFI DOHC Flexible Fuel,8-Speed Automatic,Diamond Black,Diesel Gray / Black,None reported,31953.0,2.9,6.0,False,-1
Audi,RS 3 2.5T,2023,1900.0,Gasoline,401.0HP 2.5L 5 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,Gray,Black,None reported,78900.0,2.0,5.0,False,401
Hyundai,Genesis Coupe 3.8 R-Spec,2014,52060.0,Gasoline,348.0HP 3.8L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,At least 1 accident or damage reported,15000.0,5.4,6.0,False,348
Porsche,Boxster RS 60 Spyder,2008,58000.0,Gasoline,303.0HP 3.4L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Black,None reported,41500.0,5.0,6.0,False,303
Ford,F-250 XLT,2010,52246.0,Diesel,6.4L V8 32V DDI OHV Twin Turbo Diesel,6-Speed Manual,Tan,Medium Stone,None reported,26095.0,2.4,8.0,True,-1
Kia,Sorento EX,2016,64290.0,Gasoline,2.0L I4 16V GDI DOHC Turbo,6-Speed Automatic,Snow White Pearl,Satin Black,None reported,16999.0,4.0,-1.0,True,-1
Nissan,370Z Touring,2009,37500.0,Gasoline,332.0HP 3.7L V6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Silver,Orange,None reported,21500.0,4.0,6.0,False,332
Genesis,G70 2.0T,2023,2121.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,White,Red,None reported,40750.0,5.0,4.0,False,252
Land,Rover Range Rover Sport Supercharged,2013,57000.0,Gasoline,510.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,Transmission w/Dual Shift Mode,White,Beige,None reported,26000.0,3.0,8.0,False,510
Mercedes-Benz,S-Class S 560 4MATIC,2020,22000.0,Gasoline,463.0HP 4.0L 8 Cylinder Engine Gasoline Fuel,A/T,White,Beige,None reported,69500.0,4.0,8.0,False,463
Ford,Bronco Wildtrak Advanced,2023,2000.0,Gasoline,315.0HP 2.7L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,66500.0,4.6,6.0,False,315
RAM,1500 SLT,2018,61802.0,E85 Flex Fuel,305.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,8-Speed A/T,Black,Gray,None reported,32000.0,2.7,6.0,False,305
Dodge,Challenger R/T,2010,73000.0,,,A/T,Black,Black,None reported,17500.0,5.6,-1.0,False,-1
Chevrolet,Sonic LT,2013,110000.0,,,A/T,Gray,Black,None reported,7500.0,3.0,-1.0,False,-1
Jeep,Grand Cherokee Laredo,2013,106700.0,E85 Flex Fuel,290.0HP 3.6L V6 Cylinder Engine Flex Fuel Capability,6-Speed A/T,Black,Black,None reported,13500.0,-1.0,6.0,False,290
Audi,RS 5 4.2,2013,75965.0,Gasoline,450.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,White,Black,At least 1 accident or damage reported,35999.0,3.0,8.0,False,450
Jeep,Grand Cherokee L Overland,2022,31804.0,Gasoline,3.6L V6 24V MPFI DOHC,Automatic,Silver Zynith,Global Black,At least 1 accident or damage reported,48995.0,5.7,6.0,False,-1
Mazda,MX-5 Miata Base,1992,125800.0,,,5-Speed M/T,Red,Black,None reported,11500.0,2.5,-1.0,False,-1
Chrysler,Crossfire Limited,2005,116320.0,Gasoline,215.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Red,At least 1 accident or damage reported,6000.0,2.0,6.0,False,215
Audi,S5 4.2 Premium Plus,2011,156875.0,Gasoline,354.0HP 4.2L 8 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Red,At least 1 accident or damage reported,9900.0,3.0,8.0,False,354
Cadillac,CT4 Luxury,2020,35200.0,Gasoline,237.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Blue,Black,None reported,28500.0,3.6,4.0,False,237
Maserati,Ghibli S Q4,2014,76000.0,Gasoline,404.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Black,Black,None reported,19000.0,4.2,6.0,False,404
Jaguar,F-PACE 25t Premium,2019,29000.0,Gasoline,247.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Black,None reported,34500.0,5.0,4.0,False,247
BMW,750 i xDrive,2019,33499.0,Gasoline,445.0HP 4.4L 8 Cylinder Engine Gasoline Fuel,A/T,Gray,Black,At least 1 accident or damage reported,44495.0,6.6,8.0,False,445
Acura,TLX V6 Advance,2019,25779.0,Gasoline,3.5L V6 24V GDI SOHC,9-Speed Automatic,Platinum White Pearl,Ebony,At least 1 accident or damage reported,30999.0,4.0,6.0,False,-1
GMC,Terrain SLT-1,2015,76296.0,Gasoline,182.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Gray,Black,At least 1 accident or damage reported,9500.0,4.4,4.0,False,182
Nissan,Versa 1.8 S,2011,109902.0,Gasoline,122.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,None reported,4500.0,3.0,4.0,False,122
Mercedes-Benz,C-Class C 300 4MATIC,2019,23083.0,Gasoline,255.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,White,Beige,None reported,33500.0,5.0,4.0,False,255
Toyota,Matrix XRS,2003,143600.0,Gasoline,180.0HP 1.8L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Black,Black,None reported,4199.0,4.4,4.0,False,180
RAM,1500 Limited,2021,22000.0,Gasoline,395.0HP 5.7L 8 Cylinder Engine Gasoline Fuel,8-Speed A/T,Black,Black,None reported,54800.0,3.8,8.0,False,395
Mercedes-Benz,AMG E 53 Base 4MATIC,2022,13000.0,Hybrid,429.0HP 3.0L Straight 6 Cylinder Engine Gasoline/Mild Electric Hybrid,9-Speed A/T,Silver,Black,None reported,81500.0,3.2,6.0,False,429
Audi,A5 2.0T Premium,2018,53000.0,Gasoline,252.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,A/T,White,Brown,At least 1 accident or damage reported,28000.0,3.6,4.0,False,252
Lincoln,Navigator Reserve,2019,44741.0,Gasoline,450.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,10-Speed A/T,Beige,Beige,None reported,52999.0,1.5,6.0,False,450
Audi,A6 3.2 quattro,2008,202000.0,Gasoline,255.0HP 3.2L V6 Cylinder Engine Gasoline Fuel,A/T,Blue,Gray,At least 1 accident or damage reported,5700.0,3.4,6.0,False,255
Chevrolet,Silverado 1500 LT Crew Cab,2006,215000.0,Gasoline,345.0HP 6.0L 8 Cylinder Engine Gasoline Fuel,A/T,Black,Black,At least 1 accident or damage reported,6995.0,4.4,8.0,False,345
Mercedes-Benz,S-Class S 560,2019,77138.0,Gasoline,4.0 Liter,Automatic,designo Diamond White,Black,None reported,49998.0,4.2,-1.0,False,-1
Volvo,XC90 T6 Momentum,2018,90641.0,Gasoline,2.0L I4 16V GDI DOHC,8-Speed Automatic,White,Amber,None reported,25999.0,6.7,-1.0,False,-1
Toyota,Camry SE,2011,177702.0,Gasoline,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Gray,Gray,At least 1 accident or damage reported,7700.0,2.0,4.0,False,179
Mercedes-Benz,Metris Base,2018,58350.0,Gasoline,208.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Black,None reported,29497.0,3.6,4.0,False,208
Chevrolet,Camaro 2LT,2010,86170.0,Gasoline,304.0HP 3.6L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Black,Black,At least 1 accident or damage reported,17000.0,6.6,6.0,False,304
Mazda,MX-5 Miata Grand Touring,2012,36568.0,Gasoline,167.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,6-Speed M/T,Blue,Beige,At least 1 accident or damage reported,20199.0,3.0,4.0,False,167
Ford,Escape SE,2015,54357.0,Gasoline,173.0HP 1.6L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,White,Gray,None reported,16250.0,3.6,4.0,False,173
Mercedes-Benz,S-Class S 63 AMG,2015,20394.0,Gasoline,5.5 Liter,Automatic,Black,Black,At least 1 accident or damage reported,59598.0,3.7,-1.0,False,-1
Kia,Niro EX,2023,7578.0,Hybrid,1.6L I4 16V GDI DOHC Hybrid,Automatic,Snow White Pearl,Charcoal,None reported,31113.0,3.6,-1.0,False,-1
Porsche,Boxster Base,2010,64800.0,Gasoline,255.0HP 2.9L Flat 6 Cylinder Engine Gasoline Fuel,6-Speed M/T,Gray,Gray,At least 1 accident or damage reported,20900.0,5.3,6.0,False,255
Toyota,4Runner Trail,2016,117780.0,Gasoline,270.0HP 4.0L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Gray,Black,None reported,27750.0,5.7,6.0,False,270
Land,Rover Range Rover Evoque SE,2016,86202.0,Gasoline,240.0HP 2.0L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Black,Black,None reported,18750.0,4.7,4.0,False,240
Ford,E350 Super Duty XLT,2012,163000.0,E85 Flex Fuel,255.0HP 5.4L 8 Cylinder Engine Flex Fuel Capability,A/T,White,Gray,None reported,19550.0,3.6,8.0,False,255
Mercedes-Benz,SL-Class SL500 Roadster,2004,35400.0,Gasoline,302.0HP 5.0L 8 Cylinder Engine Gasoline Fuel,7-Speed A/T,Black,Gray,None reported,24900.0,4.2,8.0,False,302
Jeep,Compass Trailhawk,2018,31000.0,Gasoline,180.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,9-Speed A/T,Gray,Black,None reported,22000.0,6.2,4.0,False,180
